 Nº SABO ;N° TMS;Descripción;Aplicación;MARCA;PRECIO LISTA;;
82231;82231;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor GM 2.2L  8/16 válvulas Gasolina - Omega / S10 / Vectra 1995 a 2005;GM;9.809,25;;
82232;82232;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor GM 1.0L 8V EFI / MPFI - Corsa (94/13) / Celta (01/16) / Prisma (07/12) / Motor GM 1.0L SPE/5 Novo Prisma (13/...) / Onix (12/...) - Alcohol / Gasolina / Flex;GM;7.934,31;;
82233;82233;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor GM 1.4 8V - Prisma (11/12) / Montana (11/...) Corsa (94/13) / Celta (04/...) / Meriva / Agile (10/14) / Cobalt (12/...) / Motor GM 1.4L 8V SPE/4 - Novo Prisma (13/...) / Onix (12/...) - Álcohol / Gasolina / Flex;GM;10.782,94;;
82234;82234;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor GM 1.6L / 1.8L 8 válvulas EFI / MPFI - Corsa / Meriva / Montana 1995/... - Motor Fiat 1.8L 8 válvulas MPFI - Stilo / Palio / Siena / Palio Weekend / Doblò / Strada / Idea 2003/...;GM;9.431,05;;
82235;82235;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Fiat 1.0L / 1.5L MPI Uno / Palio / Siena / Strada / Fiorino 1996 /… (inyeccion);FIAT;8.038,92;;
82239;82239;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MWM D229 / TD229;MWM;4.844,27;;
82241;82241;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MWM X10 - Aspirado / Turbo;MWM;6.163,97;;
82251;82251;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor GM 1.6L 16 válvulas - Corsa GSI 1995 a 1996 / Tigra 1998 a 2000;GM;9.535,66;;
82254;82254;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Fiat 1.6L 16 válvulas - Palio / Weekend / Siena / Strada 1996 a 2001;FIAT;9.640,27;;
82255;82255;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Ford Endura 1.3L Gasolina - Ka / Fiesta / Courier;FORD;11.120,90;;
82259;82259;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Maxion Perkins Gemini HSD 2.5L Turbo Diesel - GM S10 - Blazer / MB Sprinter / Ford Ranger;GM;43.936,44;;
82268FLEX;82268;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Fiat FIRE 1.0L / 1.3L 16 válvulas - Palio / Siena / Doblò (2000/..);FIAT;12.891,24;;
82270;82270;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Maxion Perkins Gemini HSD 2.5L Turbo Diesel - GM S10 - Blazer / MB Sprinter / Ford Ranger;PERKINS;41.844,22;;
82272;82272;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motores Turbos - Iveco 2.8L T / Ducato 2.8L T e 2.8L DTD / Citroen Jumper 2.8T / Peugeot Boxer 2.8L T e 2.8L HDI / Renault Master 2.8L DTI;IVECO;34.465,15;;
82273;82273;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motores Turbos - Iveco 2.8L T / Ducato 2.8L T e 2.8L DTD / Citroen Jumper 2.8T / Peugeot Boxer 2.8L T e 2.8L HDI / Renault Master 2.8L DTI;IVECO;34.239,84;;
82274;82274;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motores Renault Master 2.8L - Iveco 2.5L / 2.8L - Ducato 2.5L / 2.8L - Citroen Jumper 2.5L / 2.8L - Peugeot Boxer 2.5L / 2.8L;RENAULT;36.444,71;;
82283;82283;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Cummins 6C / 6CT / 6CTA 8.3L - 6 Cilindros;CUMMINS;101.150,36;;
82284;82284;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Cummins 4B / 4BT 3.9L - 4 Cilindros;CUMMINS;49.987,75;;
82285;82285;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Cummins 6B / 6BT / 6BTA 5.9L - 6 Cilindros;CUMMINS;69.920,09;;
82291FLEX;82291;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Renault / Peugeot D4D 1.0L /1.2L 16V - Peugeot 206 (2001/2005) / Clio (2001/2015) / Logan (2007/2015 / Sandero (2007/2015) / Twingo (2001/2002)/ Kangoo (2001/2005) - Álcool / Gasolina / Flex - Hi Flex / Hi Power;RENAULT;15.184,62;;
82292;82292;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Ford Zetec Rocam SOHC - 1.0L KA / Fiesta / Ecosport 2000/...;FORD;12.513,03;;
82293;82293;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Ford Zetec Rocam SOHC - 1.6L KA / Fiesta / Ecosport / Focus 2000/...;FORD;13.068,27;;
82294;82294;Junta tapa de cilindros metalica SLS;Motores MB OM 457 AXOR  ;MB;37.329,87;;
82295;82295;Junta tapa de cilindros metalica SLS;Motor MB OM 457 - AXOR;MB;45.586,06;;
82297;82297;Junta tapa de cilindros metalica MLS;Motor MB OM 611 - Accelo / Sprinter;MB;51.532,77;;
82299;82299;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motores Hyundai H100 / HR - Kia K2500 - 2.5L 1992/... Motores D4B / D4BH;HYUNDAI;15.965,18;;
82300;82300;Junta tapa de cilindros metalica MLS;Motor VW AT 1.0L 8/16 válvulas / Turbo Gasolina / Alcohol - Gol / Parati / Fox;VW;20.624,38;;
82301;82301;Junta tapa de cilindros metalica MLS;Motor Fiat Fire 1,3L/1,0L8V Motor (178E9011)Palio,Siena, Fiorino, Uno 2003/2010;FIAT;16.914,73;;
82303;82303;Junta tapa de cilindros metalica MLS;Motor Toyota 2779cc Diesel - Hilux 3.0L 1995/...;TOYOTA;40.186,55;;
82306FLEX;82306;Junta tapa de cilindros metalica MLS;Motor GM 1.8L - 8 válvulas - Corsa / Corsa Evolution / Meriva / Montana - Alcohol / Gasolina / Flex;GM;30.280,74;;
82308;82308;Junta tapa de cilindros metalica SLS;Motor Volvo THD 101KC - Serie B58 / B10M 1987/... -  Motor Volvo TD 100G / 101G / 101F- Serie N10 1985 a 1989 - Motor Volvo EDC - Serie NL10 - 1998... Motor Volvo TD 102F / 102FS - Serie NL10 - 1989 a 1997;VOLVO;17.300,97;;
82310;82310;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MWM 4.07 Sprint 2.8L - 4 Cilindros - GM Blazer / S10 - Agrale Volare / 6000 / 6000RS - Troller Jipe 4x4 - Nissan Frontier / VW Micro ómnibus;MWM;18.403,41;;
82311FLEX;82311;Junta tapa de cilindros metalica MLS;Motor Ford Zetec Rocam 1.0L - 8 válvulas - Alcohol / Gasolina / Flex;FORD;28.631,11;;
82312FLEX;82312;Junta tapa de cilindros metalica MLS;Motor Ford Zetec Rocam 1.6L - 8 válvulas - Alcohol / Gasolina / Flex;FORD;31.383,17;;
82313FLEX;82313;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor VW AT / POWER 1.0L 8/16 válvulas / Turbo Gasolina / Álcool - Gol / Parati / Fox;VW;6.622,65;;
82314;82314;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor ISC 8.3L - 6 Cilindros - Electrónico;CUMMINS;83.793,06;;
82320;82320;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Renault K4J 1.4L 16v / K4M 1.6L 16v - Megane / Megane Coupe / Megane Cabrio / Clio / Clio II / Scenic / Laguna / Kangoo / Logan (1999/..);RENAULT;14.090,23;;
82321FLEX;82321;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Fiat Fire / Fire Evo 1.0L / 1.3L  8 Válvulas - Uno / Palio / Weekend / Siena / Strada / Fiorino / Motor Fiat Fire 1.1L / 1.2L 8 Válvulas - Uno / Cinquencento / Punto;FIAT;7.451,49;;
82322;82322;Junta tapa de cilindros metalica SLS;Motor Volvo EDC - Serie NL12 - 1997/... -  Motor Volvo TD 122FS - Serie NL12 - 1989 a 1996;VOLVO;20.592,19;;
82326;82326;Junta tapa de cilindros metalica MLS;Motor Toyota Corolla 1.8L - 16v 1ZZ-FE ;TOYOTA;29.725,49;;
82327;82327;Junta tapa de cilindros metalica MLS;Motor VW AP 2.0L;VW;31.383,17;;
82328;82328;Junta tapa de cilindros metalica MLS;Motor VW AP 1.6L / 1.8L;VW;32.236,14;;
82330;82330;Junta tapa de cilindros metalica MLS;Motores Mitsubishi 2.5L - 4D56/4D56S/4D56T/D4B/D4BH - L200 / L300 / Pajero;MITSUBISHI;30.055,42;;
82331FLEX;82331;Junta tapa de cilindros metalica MLS;Motor GM 2.4L - 8 válvulas - Alcohol / Gasolina / Flex;GM;28.075,87;;
82332FLEX;82332;Junta tapa de cilindros metalica MLS;Motor Fiat Fire 1.4L 8v - Alcohol / Gasolina / Flex;FIAT;24.776,61;;
82333FLEX;82333;Junta tapa de cilindros metalica MLS;Motor VW AT / POWER 1.4L 8v (BTJ) Álcool / Gasolina / Flex - VW AT / POWER 1.6L 8v (BAH / BPA) Álcool / Gasolina / Flex;VW;31.334,89;;
82336FLEX;82336;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Toyota Corolla 1ZZFE 1.8L 16V. Gasolina /Flex 2002/...;TOYOTA;10.678,32;;
82340;82340;Junta tapa de cilindros metalica SLS;Motores Scania 9 litros DN9, DS9, DSC9 - Camión P94 - Autobús F94 / K94 / L94;SCANIA;13.728,12;;
82341FLEX;82341;Junta tapa de cilindros metalica MLS;Motor Ford Duratec HE(DOHC)  2.0L 16V (Ecosport 2003.../Focus Hatch 2001.../Mondeo 1996.../ Focus Sedan 2000...;FORD;33.692,64;;
82342FLEX;82342;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;FORD DURATEC 2.0/2.3L 16V;FORD;17.944,73;;
82343FLEX ;82343;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor VW AT / POWER 1.4L 8v (BTJ) Álcool / Gasolina / Flex - VW AT / POWER 1.6L 8v (BAH / BPA) Álcool / Gasolina / Flex;VW;13.068,27;;
82350;82350;Junta tapa de cilindros metalica SLS;Motor Scania 124 360 / 400 / 420HP - Motor 164 480HP;SCANIA;15.522,60;;
82351;82351;Junta tapa de cilindros metalica MLS;Motor Cummins ISB4 - 4 Cilindros 3.9L - Eletrônico;CUMMINS;97.440,71;;
82352;82352;Junta tapa de cilindros metalica MLS;Motor Cummins ISB4 - 4 Cilindros 3.9L - Eletrônico;CUMMINS;102.067,72;;
82353;82353;Junta tapa de cilindros metalica MLS;Motor Cummins ISB6 - 6 Cilindros 5.9L - Eletrônico;CUMMINS;164.238,57;;
82354;82354;Junta tapa de cilindros metalica MLS;Motor Cummins ISB6 - 6 Cilindros 5.9L - Eletrônico;CUMMINS;174.498,46;;
82355;82355;Junta tapa de cilindros metalica MLS;Motor Cummins ISB/ISBe /QSB- 4CIL. 4.5L 16V (MLS );CUMMINS;67.715,22;;
82356;82356;Junta tapa de cilindros metalica MLS;Motor Cummins ISB/ISBe /QSB- 6CIL. 6.7L 24V (MLS );CUMMINS;104.409,39;;
82359;82359;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Maxion Perkins Gemini HSD 2.8L Turbo Diesel - GM S10 - Blazer / MB Sprinter / Ford Ranger;FORD;40.411,86;;
82370;82370;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Maxion Perkins Gemini HSD 2.8L Turbo Diesel - GM S10 - Blazer / MB Sprinter / Ford Ranger;FORD;38.029,96;;
82384;82384;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;GA MOTRO LAQ B12D1/LMU;GM;7.934,31;;
82400;82400;Junta tapa de cilindros metalica SLS; Motor Scania  DC 13 EURO 5 SERIE6  2012/... (FAMILIAS  P/G/R/K ) Metalica para Ø cilindro 136 mm ;SCANIA;34.135,22;;
82403FLEX ;82403;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor TU3JP - Citroen AX/ ZX / C15 / C3 /  1.4L 8V (2003/...)  Motor TU3JP Peugeot 106 / 205 / 306 / 206 / 207 Hatch  / 207  (2004/...) 1.4L 8V - Álcool / Gasolina / Flex ;RENAULT;15.772,05;;
82405FLEX;82405;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Fiat E-torq 1.6L 16V. 2010/... - Palio/Ideia/Grand Siena - Álcool / Gasolina / Flex;FIAT;16.407,77;;
82407FLEX;82407;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Renault K7M 1.6L 8V. 1996/... - Clio Hatch, Kangoo, Logan, Megane Hatch, Sandero, Symbol - Álcool / Gasolina / Flex;RENAULT;14.693,75;;
82408;82408;Junta tapa de cilindros metalica MLS;-Renault Motor K7M 1.6 8V;RENAULT;22.901,67;;
82409;82409;Junta tapa de cilindros metalica MLS;Renault motor K4M 1,6L 16V;RENAULT;23.674,17;;
82411FLEX;82411;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Peugeot / Citroen  motor EW10J4 2,0L;PEUGEOT;10.018,47;;
82412;82412;Junta tapa de cilindros metalica MLS;Motor MWM X12 - 4.12TCE / 6.12TCE;MWM;54.003,19;;
82413;82413;Junta tapa de cilindros metalica MLS;Peugeot/Citroen Motor D4F 1,2L 16V;PEUGEOT;16.954,96;;
82414FLEX;82414;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Renault F4R 2.0L 16V(Duster 2011/20123/Megane 2003/Oroch 2015 / sandero 2016/ Scenic 2002/,,,,;RENAULT;10.461,05;;
82427;82427;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;VW motor 1,9l diesel 1Y/1X/AAZ (esp 1,53 2 aguJ);VW;13.430,39;;
82428;82428;Junta tapa de cilindros metalica MLS;VW motor 1,9l diesel 1Y/1X/AAZ ESP 1,5 20 AGUJEROS;VW;26.538,89;;
82429;82429;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;GM MOTOR BS10/B10S1/B12S1/B12S3;GM;9.575,89;;
82432FLEX;82432;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Peugeot Citroen Motor TU5JP4 (NFU/N6A) MOTORES EC5 ;PEUGEOT;11.684,20;;
82433;82433;Junta tapa de cilindros metalica MLS;- Iveco Cursor 13 - 12.9L 24V;IVECO;253.463,34;;
82435FLEX;82435;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;GM Cruze 1,8l 16v;GM;18.443,64;;
82436;82436;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;peugeot /Citroen /Ford motor DV4TD /F6JA /F6JB /F6JD/KVJA 1,4l 16 v diesel ESP 1,5  6 MUESCAS;FORD/PEUGEOT/CITROEN;10.018,47;;
82437;82437;Junta tapa de cilindros metalica MLS; 1,10 mm - IVECO / FIAT - Motor F1A 2.3L 16V - DUCATO/DAILY;IVECO;50.575,18;;
82438;82438;Junta tapa de cilindros metalica MLS;Renault motor G9U 2,5L 16 V diesel;RENAULT;53.037,55;;
82439;82439;Junta tapa de cilindros metalica MLS; 0,85 mm - TOYOTA HILUX - Motor 1KD-FTV - 3.0L 16V;TOYOTA;29.290,96;;
82441;82441;Junta tapa de cilindros metalica SLS;peugeot /Citroen /Ford motor DV4TD /F6JA /F6JB /F6JD/KVJA 1,4l 16 v diesel ESP 1,25 2 MUESCAS;FORD/PEUGEOT/CITROEN;23.118,93;;
82442;82442;Junta tapa de cilindros metalica SLS;peugeot /Citroen /Ford motor DV4TD /F6JA /F6JB /F6JD/KVJA 1,4l 16 v diesel ESP 1,30 3 MUESCAS;FORD/PEUGEOT/CITROEN;23.786,84;;
82443;82443;Junta tapa de cilindros metalica SLS;peugeot /Citroen /Ford motor DV4TD /F6JA /F6JB /F6JD/KVJA 1,4l 16 v diesel 1,35 1 MUESCA ;FORD/PEUGEOT/CITROEN;24.221,37;;
82444;82444;Junta tapa de cilindros metalica SLS;peugeot /Citroen /Ford motor DV4TD /F6JA /F6JB /F6JD/KVJA 1,4l 16 v diesel 1,40 4 MUESCAS ;FORD/PEUGEOT/CITROEN;26.410,14;;
82445;82445;Junta tapa de cilindros metalica SLS;peugeot /Citroen /Ford motor DV4TD /F6JA /F6JB /F6JD/KVJA 1,4l 16 v diesel 1,50 6 MUESCAS ;FORD/PEUGEOT/CITROEN;37.748,32;;
82449;82449;Junta tapa de cilindros metalica MLS;Toyota - Motor 1KD-FTV 3.0L 16V - Espessura = 0,90 mm;TOYOTA;34.489,30;;
82450;82450;Junta tapa de cilindros metalica MLS;Motor VW  AMAROK TDI 2,0L 16 V DIESEL (1AGUJERO);VW;27.745,94;;
82451;82451;Junta tapa de cilindros metalica MLS;Motor VW  AMAROK TDI 2,0L 16 V DIESEL (2AGUJEROS);VW;38.577,16;;
82452;82452;Junta tapa de cilindros metalica MLS;Motor VW  AMAROK TDI 2,0L 16 V DIESEL (3AGUJERO);VW;37.434,49;;
82453;82453;Junta tapa de cilindros metalica MLS;Toyota - Motor 2KD-FTV 2.5L 16V - Espessura = 1,00 mm;TOYOTA;29.950,80;;
82459;82459;Junta tapa de cilindros metalica MLS;Toyota - Motor 1KD-FTV 3.0L 16V - Espessura = 0,95 mm;TOYOTA;30.087,61;;
82470;82470;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MWM 6.07 Sprint 4.2L - 6 Cilindros - GM Silverado 3500HD 1997/... - Ford F-250 1999/...;MWM;49.810,72;;
82484;82484;Junta tapa de cilindros SLS;MOTOR DO834 4 CIL./DO836 6CIL.;MAN/VW;35.285,95;;
82492FLEX;82492;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;- Honda - Motor R18A1/R20 - 1.8L/2.0L 16V;HONDA;14.556,96;;
82502;82502;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Renault , motor F8Q 1,9 L 8 V DIESEL 1,8MM 3 AGUJ.;RENAULT;16.737,69;;
82503;82503;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Renault , motor F8Q 1,9 L 8 V DIESEL 1,6MM 3 AGUJ.;RENAULT;14.556,96;;
82505FLEX  ;82505;Junta tapa de cilindros metalica MLS;Motor Fiat E-torq 1.6L 16V. 2010/... - Palio/Ideia/Grand Siena - Álcool / Gasolina / Flex;FIAT;22.024,54;;
82506FLEX;82506;Junta tapa de cilindros metalica MLS;Motor E- TORQ 1,8L 16V (2015/...)TORO,ARGO,CRONOS,DOBLO,GRAND SIENA,PALIO STRADA,PALIO WEEKEND,PUNTO,JEEP-RENEGADE;FIAT;22.129,16;;
82508FLEX;82508;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor E-Torrq 1,8L 16V (2015/…)Fiat TORO/ARGO/CRONOS/DOBLO/GRAND SIENA /PALIO STRADA/PALIO WEEKEND/PUNTO/JEEP-RENEGADE;Fiat/Jeep;13.100,46;;
82514FLEX;82514;Junta tapa de cilindros metalica MLS;Renault motor F4R 2,0L 16V;RENAULT;20.036,95;;
82535FLEX;82535;Junta tapa de cilindros metalica MLS;GM Cruze 1,8l 16v;GM;30.538,24;;
82536;82536;Junta tapa de cilindros metalica MLS;FORD motor DVTD /F6JA /F6JB 1,4L 16V DIESEL;FORD/PEUGEOT/CITROEN;38.319,65;;
82537;82537;Junta tapa de cilindros metalica MLS; 1,20 mm - IVECO / FIAT - Motor F1A 2.3L 16V - DUCATO/DAILY;IVECO;40.411,86;;
82539;82539;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor  1KDFTU 3,0L 16V  (espesor 1,6mm);TOYOTA;16.536,52;;
82553;82553;Junta tapa de cilindros metalica MLS;Toyota - Motor 2KD-FTV 2.5L 16V - Espessura = 1,10 mm;TOYOTA;34.593,91;;
82637;82637;Junta tapa de cilindros metalica MLS;1,30 mm - IVECO / FIAT - Motor F1A 2.3L 16V - DUCATO/DAILY;IVECO;45.964,27;;
82651;82651;Junta tapa de cilindros metalica MLS; Mercedes OM 651 2,2L 16V /ESP.1,35MM SPRINTER /311CDI, 313,314,415,416,515CDI/561;MB;51.532,77;;
82686;82686;Junta tapa de cilindros metalica MLS;GM AVEO  1,6L 16 V DOHC F16D S;GM;21.364,69;;
82687;82687;Junta tapa de cilindros metalica MLS;GM AVEO  1,6L 16 V DOHC F16D S;GM;9.189,63;;
82690;82690;Junta tapa de cilindros metalica MLS;IVECO DAILY MOTOR F1C 3,0L 16V  D;IVECO;50.430,34;;
82693FLEX;82693;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;VW  MOTOR EA 211/1,0L 12V 3CIL//UP,CROSS UP,FOX,GOLF,POLO,VIRTUS,VOYAGE;VW;13.985,63;;
82694FLEX;82694;Junta tapa de cilindros metalica MLS;VW  MOTOR EA 211/1,0L 12V 3CIL//UP,CROSS UP,FOX,GOLF,POLO,VIRTUS,VOYAGE;VW;18.604,58;;
82695;82695;Junta tapa de cilindros metalica MLS;Renault motor Master M9T 2,3L 16V;RENAULT;42.254,62;;
82696FLEX;82696;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;- Ford - Motor Sigma - 1.5L/1.6L 16V;FORD;12.344,05;;
82702FLEX;82702;Junta de Tapa de cilindros Fibra;Motor Firefly 1.3L 8v 4cils SOHC - Vehiculos: ARGO/CRONOS/PULSE/STRADA/UNO;FIAT;10.863,41;;
82710FLEX;82710;Junta tapa de cilindros metalica MLS;Motor Toyota 2ZR-FBE 1,8L 16VL4/3ZR-FE/3ZRFBE-2,0L16V,L4 COROLLA/RAV4/PRIUS;TOYOTA;28.317,28;;
82711FLEX;82711;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Toyota 2ZR-FBE 1,8L 16VL4/3ZR-FE/3ZRFBE-2,0L16V,L4 COROLLA/RAV4/PRIUS;TOYOTA;28.462,11;;
82796FLEX;82796;Junta tapa de cilindros metalica MLS; Ford - Motor Sigma - 1.5L/1.6L 16V;FORD;25.766,39;;
82815FLEX;82815;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor EA 211 1,6L 16V 4CIL./UP,CROSS UP,FOX,GOLF,POLO,VIRTUS,VOYAGE;VW;13.309,68;;
82817FLEX;82817;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MR 1,8L16V/MR2,0L16V/M4R2,0L16V/NISSANSENTRA/GRAND LIVIANA/LIVIANA/TIIDA/X-TRAIL/RENALT FLUENCE;Renault/Nissan;13.036,08;;
82818FLEX;82818;Junta de tapa de cilindros MLS;Nissan Motor MR18DE 1,8L 16V/MR20DE 2,0L 16V //Vehiculkos Sentra, Grand Livina /Livina /Tiida/X-Trail;NISSAN;33.523,66;;
82819FLEX;82819;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor KA /KA+ TIVCT1,0L  12V 3CIL.;FORD;12.239,43;;
82820FLEX;82820;Junta tapa de cilindros metalica MLS;Motor KA /KA+ TIVCT1,0L  12V 3CIL.;FORD;30.160,02;;
82821FLEX;82821;Junta de tapa de cilindros  FIBRA ;Motor Toyota 2NR-FE 1,5L 16V/ Etios, Etios Cross, Etios Sedan ,Yaris,Yaris Sedan;TOYOTA ;14.210,94;;
82825FLEX;82825;Junta de tapa de clindros metalica MLS;Motor RenaultSCE-H4M-1,6L16V/NISSANHR16DE1,6L16V//Vehiculos Sandero,Logan,Duster,Captur,Kicks,March,Versa;Renault/Nissan;29.258,77;;
82826;82826;Junta de tapa de cilindros MLS;Nissan Motor YS23  2,3L 16V NISSAN FRONTIER;NISSAN;33.765,07;;
82827;82827;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor Fiat 2,0L16V ECD-Diesel Multijet II (2015/…) Vehiculos :TORO /REEGADE/COMPASS;FIAT/JEEP;24.334,03;;
82828FLEX;82828;Junta de tapa de cilindros Fibra ;VW Motor CPLA /CPPA 2,0L TSI Vehiculo  Jetta Higline 2013/2018;VW;22.531,51;;
82829FLEX;82829;Junta de tapa de cilindros Fibra ;Motor Peugeot/Citroen THP-EP61,6L16VTurbo/Nini motor THP-N14B16C/N18B16A-1,6L16VTurbo//Vehiculos Peugeot, 2008,208,3008,308,408,508,RCZ//Citroen C4CACTUS,C4LOUGE,DS3,DS4,DS5//MINI  COOPER;Peugeot /Citroen /Mini;29.258,77;;
82830FLEX;82830;Junta de tapa de cilindros Metalica;Citröen / Peugeot / Mini - 1.6L 16v THP EP6 TURBO- Vehiculos: Citroën - C4 CACTUS / C4 LOUNGE // Peugeot: 208 / 308 / 408 / 2008 // Mini: Cooper / Paceman;PEUGEOT/ CITROEN;25.195,05;;
82831FLEX;82831;Junta de tapa de cilindros Fibra ;VW Motor VW/AUDI  EA211 1,4L 16V -TSI;VW;13.172,88;;
82832FLEX;82832;Junta de tapa de cilindros MLS;VW Motor VW/AUDI  EA211 1,4L 16V -TSI;VW;14.838,60;;
82833FLEX;82833;Junta de tapa de cilindros Fibra ;Motor Renault 1.0L 12V L3 B4DC / SCE - Vehiculos: Kwid - Sandero - Logan;RENAULT;15.144,39;;
82834;82834;Junta de tapa de cilindros Metalilca Diam, 95, esperor 1,3;Motor DURAMAX 2.8L 16v - Diesel - Vehículos: S10 /TRAILBLAZER;GM;35.535,40;;
82904;82904;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MB OM 904 / 904A / 904LA - Eletronico;MB;49.537,12;;
82906;82906;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MB OM 906 / 906A / 906LA - Eletronico;MB;58.308,32;;
82924;82924;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MB OM 924 / 924A / 924LA ;MB;48.338,13;;
82926;82926;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor MB OM 926 / 926A / 926LA;MB;65.405,74;;
82959FLEX;82959;Junta tapa de cilindros SOFT ( fibra no asbestos ) ;Motor SCE-H4M-1,6L-16V  /Nissan HR16de-1,6L 16V-Sandero /Logan/Duster/Captur /KICKS/MARCH/VERSA;Renault/Nissan;11.539,35;;
84009;84009;Junta de multiple de escape MLS; GM AVEO 1,4L 16 V DOHC F14D  //1,6L 16 V DOCH F16DS;GM;6.936,48;;
84011;84011;Junta de multiple de Admisión -SOFT; GM AVEO 1,4L 16 V DOHC F14D  //1,6L 16 V DOCH F16DS;GM;3.524,57;;
84012;84012;Junta colector de escape ;Motor Peugeot / Citroen TU5JP4 EC5 -1,6L 16V;PEUGEOT;5.174,20;;
84263;84263;Junta de colector de escape ;Motor SCE-H4M-1,6L-16V Sandero /Logan/Duster/Captur ;RENAULT;2.430,19;;
84306;84306;Junta de colector de escape;Motor SPRINTER 415/515 OM 651 - 2.2L 16v;MB;10.034,57;;
84405;84405;Juego de juntas multiple de escape;Motor Fiat E-torq 1.6/1.8L 16V.2010/... - Palio/Ideia/Grand Siena - Álcool / Gasolina / Flex;FIAT;5.174,20;;
84427;84427;Junta de colector de escape ;VW motor 1,9 diesel 11Y/1X AAZ;VW;2.422,13;;
84434;84434;Juego de juntas multiple de escape Metalica ;Motor VW  AMAROK TDI 2,0L 16 V DIESEL ;VW;14.090,23;;
84435;84435;Juntas multiple escape ;GM Cruze 1,8l 16v;GM;6.163,97;;
84601;84601;Junta multiple de escape;Motor VW AT 1.0L 8 válvulas - Gol / Parati - hasta 2003;VW;2.864,72;;
84605;84605;Junta multiple de escape;Motores VW POWER 1.0L 8v - Gol / Fox - VW AT / POWER 1.4L 8v (BTJ) Kombi - VW AT / POWER 1.6L 8v (BAH / BPA) Novo Gol, Voyage, Fox, CrossFox, SpaceFox, Polo, Saveiro;VW;2.534,79;;
